tron-00214	Forward an email for Jasmine	fiction!	https://www.truthorfiction.com/jasmine/	None	9-11-attack	None	None	None	Forward an email for Jasmine	Mar 17, 2015	None	['None']
tron-00513	Pray for Chad, a soldier shot in the head in Iraq	truth!	https://www.truthorfiction.com/chad-snowden/	None	appeals	None	None	None	Pray for Chad, a soldier shot in the head in Iraq	Mar 17, 2015	None	['None']
tron-00133	Muslims Were Banned from U.S. in 1952	fiction!	https://www.truthorfiction.com/muslims-were-banned-from-u-s-in-1952/	None	9-11-attack	None	None	None	Muslims Were Banned from U.S. in 1952	Dec 11, 2015	None	['United_States']
tron-00176	The 9/11 story of Robert Matthews	fiction!	https://www.truthorfiction.com/jakematthews/	None	9-11-attack	None	None	None	The 9/11 story of Robert Matthews	Mar 17, 2015	None	['None']
tron-01163	A List of New California Laws effective July 1	mostly fiction!	https://www.truthorfiction.com/california-tickets/	None	crime-police	None	None	None	A List of New California Laws effective July 1	Mar 17, 2015	None	['None']
tron-00457	15 Foot Eastern Diamondback Rattlesnake Caught in Florida	fiction!	https://www.truthorfiction.com/stjohn-rattlesnake/	None	animals	None	None	None	15 Foot Eastern Diamondback Rattlesnake Caught in Florida	Mar 17, 2015	None	['None']
tron-00340	Iranian pilot of hijacked flight 93 to be presented with Medal of Honor	fiction!	https://www.truthorfiction.com/iranianpilot/	None	9-11-attack	None	None	None	Iranian pilot of hijacked flight 93 to be presented with Medal of Honor	Mar 17, 2015	None	['Iran']
tron-03077	Donald Trump Spills the Beans About Ted Cruz’s Wife: She Was a Call Girl	fiction!	https://www.truthorfiction.com/donald-trump-spills-beans-ted-cruzs-wife-call-girl/	None	politics	None	None	None	Donald Trump Spills the Beans About Ted Cruz’s Wife: She Was a Call Girl	Mar 24, 2016	None	['Ted_Cruz']
tron-01211	Discussion of Canadian Health Care	mostly truth!	https://www.truthorfiction.com/hillarys-health-care-plan/	None	crime-police	None	None	None	Discussion of Canadian Health Care	Mar 17, 2015	None	['None']
tron-00616	Clinton Campaign Paid Beyonce, Jay-Z $62 Million to Secure Black Vote	fiction!	https://www.truthorfiction.com/clinton-campaign-paid-beyonce-jay-z-62-million-to-secure-black-vote/	None	celebrities	None	None	['2016 election', 'hillary clinton', 'the clintons']	Clinton Campaign Paid Beyonce, Jay-Z $62 Million to Secure Black Vote	Nov 8, 2016	None	['None']
tron-02756	Sylvia Thompson on President Obama’s Legacy	confirmed authorship!	https://www.truthorfiction.com/sylvia-thompson-president-obamas-legacy/	None	obama	None	None	None	Sylvia Thompson on President Obama’s Legacy	May 2, 2016	None	['Barack_Obama']
tron-02642	Arizona Billboard Directs Illegal Immigrants To California	fiction!	https://www.truthorfiction.com/arizona-billboard/	None	miscellaneous	None	None	None	Arizona Billboard Directs Illegal Immigrants To California	Mar 17, 2015	None	['None']
tron-01366	Samuel Adams Set to Release New Helium Beer	fiction!	https://www.truthorfiction.com/samuel-adams-set-to-release-new-helium-beer/	None	food	None	None	None	Samuel Adams Set to Release New Helium Beer	Aug 12, 2015	None	['None']
tron-02010	Paris At War Greeted by Media Silence	mostly fiction!	https://www.truthorfiction.com/paris-at-war-media-silence/	None	immigration	None	None	['foreign leaders', 'international', 'islam']	Paris At War Greeted by Media Silence	Nov 30, 2016	None	['None']
